rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
1,2406.09246,OpenVLA: An Open-Source Vision-Language-Action Model,2024-06-13,2943,8.987524,https://arxiv.org/abs/2406.09246
2,2504.16054,$π_{0.5}$: a Vision-Language-Action Model with Open-World Generalization,2025-04-22,795,7.679599,https://arxiv.org/abs/2504.16054
3,2503.14734,GR00T N1: An Open Foundation Model for Generalist Humanoid Robots,2025-03-18,684,7.529419,https://arxiv.org/abs/2503.14734
4,2502.19645,Fine-Tuning Vision-Language-Action Models: Optimizing Speed and Success,2025-02-27,554,7.318968,https://arxiv.org/abs/2502.19645
5,2503.22020,CoT-VLA: Visual Chain-of-Thought Reasoning for Vision-Language-Action Models,2025-03-27,459,7.131226,https://arxiv.org/abs/2503.22020
6,2501.15830,SpatialVLA: Exploring Spatial Representations for Visual-Language-Action Model,2025-01-27,391,6.971262,https://arxiv.org/abs/2501.15830
7,2403.09631,3D-VLA: A 3D Vision-Language-Action Generative World Model,2024-03-14,369,6.913503,https://arxiv.org/abs/2403.09631
8,2411.19650,CogACT: A Foundational Vision-Language-Action Model for Synergizing Cognition and Action in Robotic Manipulation,2024-11-29,358,6.883322,https://arxiv.org/abs/2411.19650
9,2407.08693,Robotic Control via Embodied Chain-of-Thought Reasoning,2024-07-11,353,6.869297,https://arxiv.org/abs/2407.08693
10,2506.01844,SmolVLA: A Vision-Language-Action Model for Affordable and Efficient Robotics,2025-06-02,322,6.777652,https://arxiv.org/abs/2506.01844
11,2410.11758,Latent Action Pretraining from Videos,2024-10-15,289,6.669881,https://arxiv.org/abs/2410.11758
12,2505.06111,UniVLA: Learning to Act Anywhere with Task-centric Latent Actions,2025-05-09,282,6.645447,https://arxiv.org/abs/2505.06111
13,2412.10345,TraceVLA: Visual Trace Prompting Enhances Spatial-Temporal Awareness for Generalist Robotic Policies,2024-12-13,241,6.488938,https://arxiv.org/abs/2412.10345
14,2502.05855,DexVLA: Vision-Language Model with Plug-In Diffusion Expert for General Robot Control,2025-02-09,185,6.225747,https://arxiv.org/abs/2502.05855
15,2503.10631,HybridVLA: Collaborative Diffusion and Autoregression in a Unified Vision-Language-Action Model,2025-03-13,184,6.220356,https://arxiv.org/abs/2503.10631
16,2502.19417,Hi Robot: Open-Ended Instruction Following with Hierarchical Vision-Language-Action Models,2025-02-26,182,6.209486,https://arxiv.org/abs/2502.19417
17,2412.13877,RoboMIND: Benchmark on Multi-embodiment Intelligence Normative Data for Robot Manipulation,2024-12-18,175,6.170484,https://arxiv.org/abs/2412.13877
18,2510.25445,"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions",2025-10-29,168,6.129899,https://arxiv.org/abs/2510.25445
19,2511.04831,Isaac Lab: A GPU-Accelerated Simulation Framework for Multi-Modal Robot Learning,2025-11-06,159,6.075174,https://arxiv.org/abs/2511.04831
20,2412.04453,NaVILA: Legged Robot Vision-Language-Action Model for Navigation,2024-12-05,150,6.01728,https://arxiv.org/abs/2412.04453
21,2510.07077,Vision-Language-Action Models for Robotics: A Review Towards Real-World Applications,2025-10-08,149,6.010635,https://arxiv.org/abs/2510.07077
22,2505.18719,VLA-RL: Towards Masterful and General Robotic Manipulation with Scalable Reinforcement Learning,2025-05-24,148,6.003946,https://arxiv.org/abs/2505.18719
23,2507.04447,DreamVLA: A Vision-Language-Action Model Dreamed with Comprehensive World Knowledge,2025-07-06,134,5.905275,https://arxiv.org/abs/2507.04447
24,2502.05485,HAMSTER: Hierarchical Action Models For Open-World Robot Manipulation,2025-02-08,126,5.844187,https://arxiv.org/abs/2502.05485
25,2502.05450,ConRFT: A Reinforced Fine-tuning Method for VLA Models via Consistency Policy,2025-02-08,126,5.844187,https://arxiv.org/abs/2502.05450
26,2412.18194,VLABench: A Large-Scale Benchmark for Language-Conditioned Robotics Manipulation with Long-Horizon Reasoning Tasks,2024-12-24,126,5.844187,https://arxiv.org/abs/2412.18194
27,2511.06202,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,2025-11-09,125,5.836282,https://arxiv.org/abs/2511.06202
28,2505.03233,GraspVLA: a Grasping Foundation Model Pre-trained on Billion-scale Synthetic Action Data,2025-05-06,125,5.836282,https://arxiv.org/abs/2505.03233
29,2501.16664,Improving Vision-Language-Action Model with Online Reinforcement Learning,2025-01-28,121,5.804021,https://arxiv.org/abs/2501.16664
30,2510.13626,LIBERO-Plus: In-depth Robustness Analysis of Vision-Language-Action Models,2025-10-15,120,5.795791,https://arxiv.org/abs/2510.13626
31,2510.10274,X-VLA: Soft-Prompted Transformer as Scalable Cross-Embodiment Vision-Language-Action Model,2025-10-11,119,5.787492,https://arxiv.org/abs/2510.10274
32,2508.19236,MemoryVLA: Perceptual-Cognitive Memory in Vision-Language-Action Models for Robotic Manipulation,2025-08-26,118,5.779123,https://arxiv.org/abs/2508.19236
33,2509.09674,SimpleVLA-RL: Scaling VLA Training via Reinforcement Learning,2025-09-11,115,5.75359,https://arxiv.org/abs/2509.09674
34,2507.16815,ThinkAct: Vision-Language-Action Reasoning via Reinforced Visual Latent Planning,2025-07-22,115,5.75359,https://arxiv.org/abs/2507.16815
35,2503.20384,MoLe-VLA: Dynamic Layer-skipping Vision Language Action Model via Mixture-of-Layers for Efficient Robot Manipulation,2025-03-26,110,5.70953,https://arxiv.org/abs/2503.20384
36,2602.15922,World Action Models are Zero-shot Policies,2026-02-17,108,5.691348,https://arxiv.org/abs/2602.15922
37,2503.07511,PointVLA: Injecting the 3D World into Vision-Language-Action Models,2025-03-10,107,5.682131,https://arxiv.org/abs/2503.07511
38,2502.20900,DexGraspVLA: A Vision-Language-Action Framework Towards General Dexterous Grasping,2025-02-28,107,5.682131,https://arxiv.org/abs/2502.20900
39,2506.19850,Unified Vision-Language-Action Model,2025-06-24,106,5.672829,https://arxiv.org/abs/2506.19850
40,2601.16163,Cosmos Policy: Fine-Tuning Video Models for Visuomotor Control and Planning,2026-01-22,103,5.644391,https://arxiv.org/abs/2601.16163
41,2509.09372,VLA-Adapter: An Effective Paradigm for Tiny-Scale Vision-Language-Action Model,2025-09-11,102,5.634729,https://arxiv.org/abs/2509.09372
42,2601.21998,Causal World Modeling for Robot Control,2026-01-29,96,5.574711,https://arxiv.org/abs/2601.21998
43,2411.19309,GRAPE: Generalizing Robot Policy via Preference Alignment,2024-11-28,95,5.564348,https://arxiv.org/abs/2411.19309
44,2507.12440,EgoVLA: Learning Vision-Language-Action Models from Egocentric Human Videos,2025-07-16,88,5.488636,https://arxiv.org/abs/2507.12440
45,2505.11917,OneTwoVLA: A Unified Vision-Language-Action Model with Adaptive Reasoning,2025-05-17,87,5.477337,https://arxiv.org/abs/2505.11917
46,2501.03841,OmniManip: Towards General Robotic Manipulation via Object-Centric Interaction Primitives as Spatial Constraints,2025-01-07,86,5.465908,https://arxiv.org/abs/2501.03841
47,2410.05273,HiRT: Enhancing Robotic Control with Hierarchical Robot Transformers,2024-09-12,86,5.465908,https://arxiv.org/abs/2410.05273
48,2512.13030,Motus: A Unified Latent Action World Model,2025-12-15,85,5.454347,https://arxiv.org/abs/2512.13030
49,2510.10125,Ctrl-World: A Controllable Generative World Model for Robot Manipulation,2025-10-11,85,5.454347,https://arxiv.org/abs/2510.10125
50,2505.03912,"OpenHelix: A Short Survey, Empirical Analysis, and Open-Source Dual-System VLA Model for Robotic Manipulation",2025-05-06,84,5.442651,https://arxiv.org/abs/2505.03912
51,2503.19757,Dita: Scaling Diffusion Transformer for Generalist Vision-Language-Action Policy,2025-03-25,82,5.418841,https://arxiv.org/abs/2503.19757
52,2505.22159,ForceVLA: Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation,2025-05-28,80,5.394449,https://arxiv.org/abs/2505.22159
53,2504.19854,NORA: A Small Open-Sourced Generalist Vision Language Action Model for Embodied Tasks,2025-04-28,79,5.382027,https://arxiv.org/abs/2504.19854
54,2507.15493,GR-3 Technical Report,2025-07-21,78,5.369448,https://arxiv.org/abs/2507.15493
55,2508.13073,Large VLM-based Vision-Language-Action Models for Robotic Manipulation: A Survey,2025-08-18,77,5.356709,https://arxiv.org/abs/2508.13073
56,2507.15597,Being-H0: Vision-Language-Action Pretraining from Large-Scale Human Videos,2025-07-21,75,5.330733,https://arxiv.org/abs/2507.15597
57,2503.02310,PD-VLA: Accelerating Vision-Language-Action Model Integrated with Action Chunking via Parallel Decoding,2025-03-04,73,5.304065,https://arxiv.org/abs/2503.02310
58,2410.08001,"Towards Synergistic, Generalized, and Efficient Dual-System for Robotic Manipulation",2024-10-10,73,5.304065,https://arxiv.org/abs/2410.08001
59,2411.13587,Exploring the Adversarial Vulnerabilities of Vision-Language-Action Models in Robotics,2024-11-18,72,5.290459,https://arxiv.org/abs/2411.13587
60,2507.23682,villa-X: Enhancing Latent Action Modeling in Vision-Language-Action Models,2025-07-31,68,5.234107,https://arxiv.org/abs/2507.23682
61,2406.20095,LLaRA: Supercharging Robot Learning Data for Vision-Language Policy,2024-06-28,68,5.234107,https://arxiv.org/abs/2406.20095
62,2506.07961,BridgeVLA: Input-Output Alignment for Efficient 3D Manipulation Learning with Vision-Language Models,2025-06-09,67,5.219508,https://arxiv.org/abs/2506.07961
63,2505.15659,FLARE: Robot Learning with Implicit World Modeling,2025-05-21,67,5.219508,https://arxiv.org/abs/2505.15659
64,2510.03342,"Gemini Robotics 1.5: Pushing the Frontier of Generalist Robots with Advanced Embodied Reasoning, Thinking, and Motion Transfer",2025-10-02,66,5.204693,https://arxiv.org/abs/2510.03342
65,2505.21432,Hume: Introducing System-2 Thinking in Visual-Language-Action Model,2025-05-27,65,5.189655,https://arxiv.org/abs/2505.21432
66,2505.09577,VTLA: Vision-Tactile-Language-Action Model with Preference Learning for Insertion Manipulation,2025-05-14,65,5.189655,https://arxiv.org/abs/2505.09577
67,2502.13508,VLAS: Vision-Language-Action Model With Speech Instructions For Customized Robot Manipulation,2025-02-19,64,5.174387,https://arxiv.org/abs/2502.13508
68,2511.07820,SONIC: Supersizing Motion Tracking for Natural Humanoid Whole-Body Control,2025-11-11,63,5.158883,https://arxiv.org/abs/2511.07820
69,2509.04996,FLOWER: Democratizing Generalist Robot Policies with Efficient Vision-Language-Action Flow Policies,2025-09-05,63,5.158883,https://arxiv.org/abs/2509.04996
70,2506.01953,Fast-in-Slow: A Dual-System Foundation Model Unifying Fast Manipulation within Slow Reasoning,2025-06-02,62,5.143135,https://arxiv.org/abs/2506.01953
71,2509.00576,Galaxea Open-World Dataset and G0 Dual-System VLA Model,2025-08-30,61,5.127134,https://arxiv.org/abs/2509.00576
72,2510.12276,Spatial Forcing: Implicit Spatial Representation Alignment for Vision-language-action Model,2025-10-14,59,5.094345,https://arxiv.org/abs/2510.12276
73,2501.05014,UAV-VLA: Vision-Language-Action System for Large Scale Aerial Mission Generation,2025-01-09,58,5.077537,https://arxiv.org/abs/2501.05014
74,2603.16666,Fast-WAM: Do World Action Models Need Test-time Future Imagination?,2026-03-17,56,5.043051,https://arxiv.org/abs/2603.16666
75,2507.17520,InstructVLA: Vision-Language-Action Instruction Tuning from Understanding to Manipulation,2025-07-23,56,5.043051,https://arxiv.org/abs/2507.17520
76,2508.10333,ReconVLA: Reconstructive Vision-Language-Action Model as Effective Robot Perceiver,2025-08-14,55,5.025352,https://arxiv.org/abs/2508.10333
77,2503.03734,OTTER: A Vision-Language-Action Model with Text-Aware Visual Feature Extraction,2025-03-05,55,5.025352,https://arxiv.org/abs/2503.03734
78,2511.02832,"TWIST2: Scalable, Portable, and Holistic Humanoid Data Collection System",2025-11-04,54,5.007333,https://arxiv.org/abs/2511.02832
79,2508.09071,GeoVLA: Empowering 3D Representations in Vision-Language-Action Models,2025-08-12,54,5.007333,https://arxiv.org/abs/2508.09071
80,2503.13446,MoManipVLA: Transferring Vision-language-action Models for General Mobile Manipulation,2025-03-17,54,5.007333,https://arxiv.org/abs/2503.13446
81,2405.06039,Bi-VLA: Vision-Language-Action Model-Based System for Bimanual Robotic Dexterous Manipulations,2024-05-09,52,4.970292,https://arxiv.org/abs/2405.06039
82,2507.10672,Vision Language Action Models in Robotic Manipulation: A Systematic Review,2025-07-14,51,4.951244,https://arxiv.org/abs/2507.10672
83,2601.20540,Advancing Open-source World Models,2026-01-28,50,4.931826,https://arxiv.org/abs/2601.20540
84,2509.19012,Pure Vision Language Action (VLA) Models: A Comprehensive Survey,2025-09-23,49,4.912023,https://arxiv.org/abs/2509.19012
85,2410.15959,Diffusion Transformer Policy,2024-10-21,49,4.912023,https://arxiv.org/abs/2410.15959
86,2505.02152,Interleave-VLA: Enhancing Robot Manipulation with Interleaved Image-Text Instructions,2025-05-04,47,4.871201,https://arxiv.org/abs/2505.02152
87,2508.19958,Long-VLA: Unleashing Long-Horizon Capability of Vision Language Action Model for Robot Manipulation,2025-08-27,46,4.850148,https://arxiv.org/abs/2508.19958
88,2506.13751,LeVERB: Humanoid Whole-Body Control with Latent Vision-Language Instruction,2025-06-16,46,4.850148,https://arxiv.org/abs/2506.13751
89,2602.06949,DreamDojo: A Generalist Robot World Model from Large-Scale Human Videos,2026-02-06,44,4.806662,https://arxiv.org/abs/2602.06949
90,2509.15937,A Vision-Language-Action-Critic Model for Robotic Real-World Reinforcement Learning,2025-09-19,44,4.806662,https://arxiv.org/abs/2509.15937
91,2410.03603,LeLaN: Learning A Language-Conditioned Navigation Policy from In-the-Wild Videos,2024-10-04,44,4.806662,https://arxiv.org/abs/2410.03603
92,2410.15549,A Dual Process VLA: Efficient Robotic Manipulation Leveraging VLM,2024-10-21,43,4.78419,https://arxiv.org/abs/2410.15549
93,2511.09515,WMPO: World Model-based Policy Optimization for Vision-Language-Action Models,2025-11-12,42,4.7612,https://arxiv.org/abs/2511.09515
94,2506.09937,SAFE: Multitask Failure Detection for Vision-Language-Action Models,2025-06-11,42,4.7612,https://arxiv.org/abs/2506.09937
95,2505.07395,ReinboT: Amplifying Robot Visual-Language Manipulation with Reinforcement Learning,2025-05-12,42,4.7612,https://arxiv.org/abs/2505.07395
96,2512.15692,mimic-video: Video-Action Models for Generalizable Robot Control Beyond VLAs,2025-12-17,41,4.73767,https://arxiv.org/abs/2512.15692
97,2510.20328,MemER: Scaling Up Memory for Robot Control via Experience Retrieval,2025-10-23,40,4.713572,https://arxiv.org/abs/2510.20328
98,2510.16732,A Comprehensive Survey on World Models for Embodied AI,2025-10-19,40,4.713572,https://arxiv.org/abs/2510.16732
99,2510.13778,InternVLA-M1: A Spatially Guided Vision-Language-Action Framework for Generalist Robot Policy,2025-10-15,40,4.713572,https://arxiv.org/abs/2510.13778
100,2506.12723,SP-VLA: A Joint Model Scheduling and Token Pruning Approach for VLA Model Acceleration,2025-06-15,40,4.713572,https://arxiv.org/abs/2506.12723
101,2509.24948,World-Env: Leveraging World Model as a Virtual Environment for VLA Post-Training,2025-09-29,39,4.688879,https://arxiv.org/abs/2509.24948
102,2401.00678,General-purpose foundation models for increased autonomy in robot-assisted surgery,2024-01-01,39,4.688879,https://arxiv.org/abs/2401.00678
103,2511.17502,RynnVLA-002: A Unified Vision-Language-Action and World Model,2025-11-21,38,4.663562,https://arxiv.org/abs/2511.17502
104,2506.13725,CEED-VLA: Consistency Vision-Language-Action Model with Early-Exit Decoding,2025-06-16,38,4.663562,https://arxiv.org/abs/2506.13725
105,2601.18692,A Pragmatic VLA Foundation Model,2026-01-26,37,4.637586,https://arxiv.org/abs/2601.18692
106,2510.16907,VAGEN: Reinforcing World Model Reasoning for Multi-Turn VLM Agents,2025-10-19,37,4.637586,https://arxiv.org/abs/2510.16907
107,2508.08706,OmniVTLA: Vision-Tactile-Language-Action Models with Semantic-Aligned Tactile Sensing,2025-08-12,37,4.637586,https://arxiv.org/abs/2508.08706
108,2506.08440,TGRPO :Fine-tuning Vision-Language-Action Model via Trajectory-wise Group Relative Policy Optimization,2025-06-10,37,4.637586,https://arxiv.org/abs/2506.08440
109,2506.03350,Adversarial Attacks on Robotic Vision Language Action Models,2025-06-03,37,4.637586,https://arxiv.org/abs/2506.03350
110,2412.03293,Diffusion-VLA: Generalizable and Interpretable Robot Foundation Model via Self-Generated Reasoning,2024-12-04,35,4.583519,https://arxiv.org/abs/2412.03293
111,2603.17240,GigaWorld-Policy: An Efficient Action-Centered World--Action Model,2026-03-18,34,4.555348,https://arxiv.org/abs/2603.17240
112,2512.15840,Large Video Planner Enables Generalizable Robot Control,2025-12-17,34,4.555348,https://arxiv.org/abs/2512.15840
113,2510.10903,Towards a Unified Understanding of Robot Manipulation: A Comprehensive Survey,2025-10-13,34,4.555348,https://arxiv.org/abs/2510.10903
114,2505.08548,From Seeing to Doing: Bridging Reasoning and Decision for Robotic Manipulation,2025-05-13,34,4.555348,https://arxiv.org/abs/2505.08548
115,2407.20635,Autonomous Improvement of Instruction Following Skills via Foundation Models,2024-07-30,34,4.555348,https://arxiv.org/abs/2407.20635
116,2602.22818,LeRobot: An Open-Source Library for End-to-End Robot Learning,2026-02-26,33,4.526361,https://arxiv.org/abs/2602.22818
117,2601.03782,PointWorld: Scaling 3D World Models for In-The-Wild Robotic Manipulation,2026-01-07,33,4.526361,https://arxiv.org/abs/2601.03782
118,2507.02747,DexVLG: Dexterous Vision-Language-Grasp Model at Scale,2025-07-03,33,4.526361,https://arxiv.org/abs/2507.02747
119,2602.10098,VLA-JEPA: Enhancing Vision-Language-Action Model with Latent World Model,2026-02-10,32,4.496508,https://arxiv.org/abs/2602.10098
120,2512.06963,VideoVLA: Video Generators Can Be Generalizable Robot Manipulators,2025-12-07,32,4.496508,https://arxiv.org/abs/2512.06963
121,2511.19861,GigaWorld-0: World Models as Data Engine to Empower Embodied AI,2025-11-25,32,4.496508,https://arxiv.org/abs/2511.19861
122,2510.21571,Scalable Vision-Language-Action Model Pretraining for Robotic Manipulation with Real-Life Human Activity Videos,2025-10-24,32,4.496508,https://arxiv.org/abs/2510.21571
123,2510.14830,RL-100: Performant Robotic Manipulation with Real-World Reinforcement Learning,2025-10-16,32,4.496508,https://arxiv.org/abs/2510.14830
124,2508.02219,CO-RFT: Efficient Fine-Tuning of Vision-Language-Action Models through Chunked Offline Reinforcement Learning,2025-08-04,32,4.496508,https://arxiv.org/abs/2508.02219
125,2506.07530,BitVLA: 1-bit Vision-Language-Action Models for Robotics Manipulation,2025-06-09,32,4.496508,https://arxiv.org/abs/2506.07530
126,2602.11236,ABot-M0: VLA Foundation Model for Robotic Manipulation with Action Manifold Learning,2026-02-11,31,4.465736,https://arxiv.org/abs/2602.11236
127,2512.05964,Training-Time Action Conditioning for Efficient Real-Time Chunking,2025-12-05,31,4.465736,https://arxiv.org/abs/2512.05964
128,2508.18269,FlowVLA: Visual Chain of Thought-based Motion Reasoning for Vision-Language-Action Models,2025-08-25,31,4.465736,https://arxiv.org/abs/2508.18269
129,2506.17561,VLA-OS: Structuring and Dissecting Planning Representations and Paradigms in Vision-Language-Action Models,2025-06-21,31,4.465736,https://arxiv.org/abs/2506.17561
130,2502.09268,GEVRM: Goal-Expressive Video Generation Model For Robust Visual Manipulation,2025-02-13,31,4.465736,https://arxiv.org/abs/2502.09268
131,2409.15250,ReVLA: Reverting Visual Domain Limitation of Robotic Foundation Models,2024-09-23,31,4.465736,https://arxiv.org/abs/2409.15250
132,2401.04181,Language-Conditioned Robotic Manipulation with Fast and Slow Thinking,2024-01-08,31,4.465736,https://arxiv.org/abs/2401.04181
133,2511.17441,RoboCOIN: An Open-Sourced Bimanual Robotic Data Collection for Integrated Manipulation,2025-11-21,30,4.433987,https://arxiv.org/abs/2511.17441
134,2411.05821,"Benchmarking Vision, Language, & Action Models on Robotic Learning Tasks",2024-11-04,30,4.433987,https://arxiv.org/abs/2411.05821
135,2603.14482,V-JEPA 2.1: Unlocking Dense Features in Video Self-Supervised Learning,2026-03-15,29,4.401197,https://arxiv.org/abs/2603.14482
136,2601.03309,VLM4VLA: Revisiting Vision-Language-Models in Vision-Language-Action Models,2026-01-06,29,4.401197,https://arxiv.org/abs/2601.03309
137,2512.01031,VLASH: Real-Time VLAs via Future-State-Aware Asynchronous Inference,2025-11-30,28,4.367296,https://arxiv.org/abs/2512.01031
138,2510.24795,A Survey on Efficient Vision-Language-Action Models,2025-10-27,28,4.367296,https://arxiv.org/abs/2510.24795
139,2510.13375,DepthVLA: Enhancing Vision-Language-Action Models with Depth-Aware Spatial Reasoning,2025-10-15,28,4.367296,https://arxiv.org/abs/2510.13375
140,2510.13054,VLA-0: Building State-of-the-Art VLAs with Zero Modification,2025-10-15,28,4.367296,https://arxiv.org/abs/2510.13054
141,2509.19480,OmniVLA: An Omni-Modal Vision-Language-Action Model for Robot Navigation,2025-09-23,28,4.367296,https://arxiv.org/abs/2509.19480
142,2412.01034,Quantization-Aware Imitation-Learning for Resource-Efficient Robotic Control,2024-12-02,28,4.367296,https://arxiv.org/abs/2412.01034
143,2411.00508,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,2024-11-01,28,4.367296,https://arxiv.org/abs/2411.00508
144,2510.20822,HoloCine: Holistic Generation of Cinematic Multi-Shot Long Video Narratives,2025-10-23,27,4.332205,https://arxiv.org/abs/2510.20822
145,2506.20966,"Parallels Between VLA Model Post-Training and Human Motor Learning: Progress, Challenges, and Trends",2025-06-26,27,4.332205,https://arxiv.org/abs/2506.20966
146,2503.14526,ReBot: Scaling Robot Learning with Real-to-Sim-to-Real Robotic Video Synthesis,2025-03-15,27,4.332205,https://arxiv.org/abs/2503.14526
147,2512.01801,GR-RL: Going Dexterous and Precise for Long-Horizon Robotic Manipulation,2025-12-01,26,4.295837,https://arxiv.org/abs/2512.01801
148,2511.00091,Self-Improving Vision-Language-Action Models with Data Generation via Residual RL,2025-10-30,26,4.295837,https://arxiv.org/abs/2511.00091
149,2508.02190,FedVLA: Federated Vision-Language-Action Learning with Dual Gating Mixture-of-Experts for Robotic Manipulation,2025-08-04,26,4.295837,https://arxiv.org/abs/2508.02190
150,2503.10370,LUMOS: Language-Conditioned Imitation Learning with World Models,2025-03-13,26,4.295837,https://arxiv.org/abs/2503.10370
151,2502.02175,VLA-Cache: Efficient Vision-Language-Action Manipulation via Adaptive Token Caching,2025-02-04,26,4.295837,https://arxiv.org/abs/2502.02175
152,2512.22414,Emergence of Human to Robot Transfer in Vision-Language-Action Models,2025-12-27,25,4.258097,https://arxiv.org/abs/2512.22414
153,2511.01718,Unified Diffusion VLA: Vision-Language-Action Model via Joint Discrete Denoising Diffusion Process,2025-11-03,25,4.258097,https://arxiv.org/abs/2511.01718
154,2511.02097,A Step Toward World Models: A Survey on Robotic Manipulation,2025-10-31,25,4.258097,https://arxiv.org/abs/2511.02097
155,2510.19430,GigaBrain-0: A World Model-Powered Vision-Language-Action Model,2025-10-22,25,4.258097,https://arxiv.org/abs/2510.19430
156,2509.22199,MimicDreamer: Aligning Human and Robot Demonstrations for Scalable VLA Training,2025-09-26,25,4.258097,https://arxiv.org/abs/2509.22199
157,2506.06677,RoboCerebra: A Large-scale Benchmark for Long-horizon Robotic Manipulation Evaluation,2025-06-07,25,4.258097,https://arxiv.org/abs/2506.06677
158,2603.04356,RoboCasa365: A Large-Scale Simulation Framework for Training and Benchmarking Generalist Robots,2026-03-04,24,4.218876,https://arxiv.org/abs/2603.04356
159,2603.03596,MEM: Multi-Scale Embodied Memory for Vision Language Action Models,2026-03-04,24,4.218876,https://arxiv.org/abs/2603.03596
160,2602.03310,RDT2: Exploring the Scaling Limit of UMI Data Towards Zero-Shot Cross-Embodiment Generalization,2026-02-03,24,4.218876,https://arxiv.org/abs/2602.03310
161,2512.11047,WholeBodyVLA: Towards Unified Latent VLA for Whole-Body Loco-Manipulation Control,2025-12-11,24,4.218876,https://arxiv.org/abs/2512.11047
162,2510.15352,GaussGym: An open-source real-to-sim framework for learning locomotion from pixels,2025-10-17,24,4.218876,https://arxiv.org/abs/2510.15352
163,2510.14952,From Language to Locomotion: Retargeting-free Humanoid Control via Motion Latent Guidance,2025-10-16,24,4.218876,https://arxiv.org/abs/2510.14952
164,2508.05294,Towards Embodied Agentic AI: Review and Classification of LLM- and VLM-Driven Robot Autonomy and Interaction,2025-08-07,24,4.218876,https://arxiv.org/abs/2508.05294
165,2502.19250,ObjectVLA: End-to-End Open-World Object Manipulation Without Demonstration,2025-02-26,24,4.218876,https://arxiv.org/abs/2502.19250
166,2512.05107,STARE-VLA: Progressive Stage-Aware Reinforcement for Fine-Tuning Vision-Language-Action Models,2025-12-04,23,4.178054,https://arxiv.org/abs/2512.05107
167,2510.08568,NovaFlow: Zero-Shot Manipulation via Actionable Flow from Generated Videos,2025-10-09,23,4.178054,https://arxiv.org/abs/2510.08568
168,2510.00695,HAMLET: Switch your Vision-Language-Action Model into a History-Aware Policy,2025-10-01,23,4.178054,https://arxiv.org/abs/2510.00695
169,2505.12224,RoboFAC: A Comprehensive Framework for Robotic Failure Analysis and Correction,2025-05-18,23,4.178054,https://arxiv.org/abs/2505.12224
170,2601.09988,In-the-Wild Compliant Manipulation with UMI-FT,2026-01-15,22,4.135494,https://arxiv.org/abs/2601.09988
171,2512.24766,Dream2Flow: Bridging Video Generation and Open-World Manipulation with 3D Object Flow,2025-12-31,22,4.135494,https://arxiv.org/abs/2512.24766
172,2510.04246,ContextVLA: Vision-Language-Action Model with Amortized Multi-Frame Context,2025-10-05,22,4.135494,https://arxiv.org/abs/2510.04246
173,2602.12099,GigaBrain-0.5M*: a VLA That Learns From World Model-Based Reinforcement Learning,2026-02-12,21,4.091042,https://arxiv.org/abs/2602.12099
174,2601.02456,"InternVLA-A1: Unifying Understanding, Generation and Action for Robotic Manipulation",2026-01-05,21,4.091042,https://arxiv.org/abs/2601.02456
175,2601.00675,RoboReward: General-Purpose Vision-Language Reward Models for Robotics,2026-01-02,21,4.091042,https://arxiv.org/abs/2601.00675
176,2512.09928,"HiF-VLA: Hindsight, Insight and Foresight through Motion Representation for Vision-Language-Action Models",2025-12-10,21,4.091042,https://arxiv.org/abs/2512.09928
177,2511.10518,SemanticVLA: Semantic-Aligned Sparsification and Enhancement for Efficient Robotic Manipulation,2025-11-13,21,4.091042,https://arxiv.org/abs/2511.10518
178,2510.11072,PhysHSI: Towards a Real-World Generalizable and Natural Humanoid-Scene Interaction System,2025-10-13,21,4.091042,https://arxiv.org/abs/2510.11072
179,2509.06932,LLaDA-VLA: Vision Language Diffusion Action Models,2025-09-08,21,4.091042,https://arxiv.org/abs/2509.06932
180,2506.17639,RLRC: Reinforcement Learning-based Recovery for Compressed Vision-Language-Action Models,2025-06-21,21,4.091042,https://arxiv.org/abs/2506.17639
181,2506.16211,ControlVLA: Few-shot Object-centric Adaptation for Pre-trained Vision-Language-Action Models,2025-06-19,21,4.091042,https://arxiv.org/abs/2506.16211
182,2506.09930,From Intention to Execution: Probing the Generalization Boundaries of Vision-Language-Action Models,2025-06-11,21,4.091042,https://arxiv.org/abs/2506.09930
183,2505.23450,Agentic Robot: A Brain-Inspired Framework for Vision-Language-Action Models in Embodied Agents,2025-05-29,21,4.091042,https://arxiv.org/abs/2505.23450
184,2505.05800,3D CAVLA: Leveraging Depth and 3D Context to Generalize Vision Language Action Models for Unseen Tasks,2025-05-09,21,4.091042,https://arxiv.org/abs/2505.05800
185,2503.05833,Refined Policy Distillation: From VLA Generalists to RL Experts,2025-03-06,21,4.091042,https://arxiv.org/abs/2503.05833
186,2602.16710,EgoScale: Scaling Dexterous Manipulation with Diverse Egocentric Human Data,2026-02-18,20,4.044522,https://arxiv.org/abs/2602.16710
187,2602.13977,WoVR: World Models as Reliable Simulators for Post-Training VLA Policies with RL,2026-02-15,20,4.044522,https://arxiv.org/abs/2602.13977
188,2601.07060,PALM: Progress-Aware Policy Learning via Affordance Reasoning for Long-Horizon Robotic Manipulation,2026-01-11,20,4.044522,https://arxiv.org/abs/2601.07060
